customer_id,date,type,category,amount,description,month
SBI10261,2024-02-10,debit,medical,1484,MEDICAL PURCHASE,2
SBI10261,2024-02-13,debit,dining,1000,DINING PURCHASE,2
SBI10261,2024-02-14,debit,fuel,2275,FUEL PURCHASE,2
SBI10261,2024-02-18,debit,entertainment,1333,ENTERTAINMENT PURCHASE,2
SBI10261,2024-02-20,debit,medical,2742,MEDICAL PURCHASE,2
SBI10261,2024-02-20,debit,medical,2655,MEDICAL PURCHASE,2
SBI10261,2024-02-27,debit,utilities,1076,UTILITIES PURCHASE,2
SBI10261,2024-03-01,credit,salary,57984,SALARY CREDIT,3
SBI10261,2024-03-03,credit,savings_transfer,5557,SELF TRANSFER TO SAVINGS,3
SBI10261,2024-03-04,debit,travel,3255,TRAVEL PURCHASE,3
SBI10261,2024-03-05,debit,entertainment,839,ENTERTAINMENT PURCHASE,3
SBI10261,2024-03-07,debit,entertainment,1323,ENTERTAINMENT PURCHASE,3
SBI10261,2024-03-14,debit,travel,2085,TRAVEL PURCHASE,3
SBI10261,2024-03-15,debit,medical,665,MEDICAL PURCHASE,3
SBI10261,2024-03-19,debit,medical,444,MEDICAL PURCHASE,3
SBI10261,2024-03-22,debit,utilities,608,UTILITIES PURCHASE,3
SBI10261,2024-03-23,debit,utilities,603,UTILITIES PURCHASE,3
SBI10261,2024-03-26,debit,medical,1046,MEDICAL PURCHASE,3
SBI10261,2024-03-31,credit,salary,57952,SALARY CREDIT,4
SBI10261,2024-04-01,debit,shopping,7588,SHOPPING PURCHASE,4
SBI10261,2024-04-02,credit,savings_transfer,3825,SELF TRANSFER TO SAVINGS,4
SBI10261,2024-04-06,debit,groceries,2487,GROCERIES PURCHASE,4
SBI10261,2024-04-06,debit,dining,909,DINING PURCHASE,4
SBI10261,2024-04-07,debit,utilities,1499,UTILITIES PURCHASE,4
SBI10261,2024-04-08,debit,dining,1776,DINING PURCHASE,4
SBI10261,2024-04-10,debit,shopping,4237,SHOPPING PURCHASE,4
SBI10261,2024-04-10,debit,fuel,561,FUEL PURCHASE,4
SBI10261,2024-04-10,debit,fuel,2330,FUEL PURCHASE,4
SBI10261,2024-04-15,debit,travel,1699,TRAVEL PURCHASE,4
SBI10261,2024-04-16,debit,shopping,2037,SHOPPING PURCHASE,4
SBI10261,2024-04-16,debit,utilities,978,UTILITIES PURCHASE,4
SBI10261,2024-04-20,debit,utilities,1034,UTILITIES PURCHASE,4
SBI10261,2024-04-22,debit,medical,2340,MEDICAL PURCHASE,4
SBI10261,2024-04-22,debit,shopping,2114,SHOPPING PURCHASE,4
SBI10261,2024-04-23,debit,medical,2991,MEDICAL PURCHASE,4
SBI10261,2024-04-30,credit,salary,57580,SALARY CREDIT,5
SBI10261,2024-05-01,debit,shopping,1046,SHOPPING PURCHASE,5
SBI10261,2024-05-02,credit,savings_transfer,4568,SELF TRANSFER TO SAVINGS,5
SBI10261,2024-05-03,debit,utilities,1236,UTILITIES PURCHASE,5
SBI10261,2024-05-04,debit,entertainment,1727,ENTERTAINMENT PURCHASE,5
SBI10261,2024-05-04,debit,shopping,3523,SHOPPING PURCHASE,5
SBI10261,2024-05-05,debit,shopping,3193,SHOPPING PURCHASE,5
SBI10261,2024-05-10,debit,travel,4782,TRAVEL PURCHASE,5
SBI10261,2024-05-11,debit,shopping,3065,SHOPPING PURCHASE,5
SBI10261,2024-05-12,debit,fuel,2168,FUEL PURCHASE,5
SBI10261,2024-05-13,debit,groceries,1010,GROCERIES PURCHASE,5
SBI10261,2024-05-15,debit,medical,2186,MEDICAL PURCHASE,5
SBI10261,2024-05-17,debit,dining,1084,DINING PURCHASE,5
SBI10261,2024-05-19,debit,dining,1487,DINING PURCHASE,5
SBI10261,2024-05-19,debit,utilities,458,UTILITIES PURCHASE,5
SBI10261,2024-05-20,debit,groceries,1795,GROCERIES PURCHASE,5
SBI10261,2024-05-24,debit,travel,2668,TRAVEL PURCHASE,5
SBI10261,2024-05-30,credit,salary,58103,SALARY CREDIT,6
SBI10261,2024-05-31,debit,dining,397,DINING PURCHASE,6
SBI10261,2024-06-01,credit,savings_transfer,6562,SELF TRANSFER TO SAVINGS,6
SBI10261,2024-06-01,debit,fuel,2059,FUEL PURCHASE,6
SBI10261,2024-06-06,debit,medical,1205,MEDICAL PURCHASE,6
SBI10261,2024-06-08,debit,utilities,1091,UTILITIES PURCHASE,6
SBI10261,2024-06-09,debit,utilities,826,UTILITIES PURCHASE,6
SBI10261,2024-06-12,debit,medical,2710,MEDICAL PURCHASE,6
SBI10261,2024-06-12,debit,utilities,811,UTILITIES PURCHASE,6
SBI10261,2024-06-19,debit,shopping,7955,SHOPPING PURCHASE,6
SBI10261,2024-06-22,debit,fuel,1931,FUEL PURCHASE,6
SBI10262,2024-01-01,credit,salary,58494,SALARY CREDIT,1
SBI10262,2024-01-02,debit,utilities,1466,UTILITIES PURCHASE,1
SBI10262,2024-01-03,credit,savings_transfer,6045,SELF TRANSFER TO SAVINGS,1
SBI10262,2024-01-05,debit,medical,1476,MEDICAL PURCHASE,1
SBI10262,2024-01-05,debit,medical,1345,MEDICAL PURCHASE,1
SBI10262,2024-01-08,debit,travel,4192,TRAVEL PURCHASE,1
SBI10262,2024-01-08,debit,utilities,747,UTILITIES PURCHASE,1
SBI10262,2024-01-12,debit,medical,2379,MEDICAL PURCHASE,1
SBI10262,2024-01-14,debit,travel,4797,TRAVEL PURCHASE,1
SBI10262,2024-01-17,debit,groceries,955,GROCERIES PURCHASE,1
SBI10262,2024-01-17,debit,medical,2831,MEDICAL PURCHASE,1
SBI10262,2024-01-18,debit,entertainment,753,ENTERTAINMENT PURCHASE,1
SBI10262,2024-01-19,debit,travel,4284,TRAVEL PURCHASE,1
SBI10262,2024-01-22,debit,utilities,1206,UTILITIES PURCHASE,1
SBI10262,2024-01-23,debit,utilities,812,UTILITIES PURCHASE,1
SBI10262,2024-01-25,debit,groceries,3035,GROCERIES PURCHASE,1
SBI10262,2024-01-29,debit,groceries,2412,GROCERIES PURCHASE,1
SBI10262,2024-01-31,credit,salary,133852,SALARY CREDIT,2
SBI10262,2024-02-02,credit,savings_transfer,18678,SELF TRANSFER TO SAVINGS,2
SBI10262,2024-02-08,debit,groceries,589,GROCERIES PURCHASE,2
SBI10262,2024-02-09,debit,shopping,3288,SHOPPING PURCHASE,2
SBI10262,2024-02-09,debit,groceries,1964,GROCERIES PURCHASE,2
SBI10262,2024-02-13,debit,utilities,1307,UTILITIES PURCHASE,2
SBI10262,2024-02-13,debit,groceries,3250,GROCERIES PURCHASE,2
SBI10262,2024-02-15,debit,groceries,571,GROCERIES PURCHASE,2
SBI10262,2024-02-17,debit,travel,4548,TRAVEL PURCHASE,2
SBI10262,2024-02-17,debit,shopping,1646,SHOPPING PURCHASE,2
SBI10262,2024-02-18,debit,groceries,1553,GROCERIES PURCHASE,2
SBI10262,2024-02-21,debit,travel,490,TRAVEL PURCHASE,2
SBI10262,2024-02-22,debit,utilities,1449,UTILITIES PURCHASE,2
SBI10262,2024-02-23,debit,fuel,1195,FUEL PURCHASE,2
SBI10262,2024-02-24,debit,shopping,3655,SHOPPING PURCHASE,2
SBI10262,2024-02-28,debit,utilities,1259,UTILITIES PURCHASE,2
SBI10262,2024-03-01,credit,salary,134302,SALARY CREDIT,3
SBI10262,2024-03-02,debit,groceries,1226,GROCERIES PURCHASE,3
SBI10262,2024-03-03,credit,savings_transfer,7666,SELF TRANSFER TO SAVINGS,3
SBI10262,2024-03-03,debit,medical,1272,MEDICAL PURCHASE,3
SBI10262,2024-03-06,debit,travel,3460,TRAVEL PURCHASE,3
SBI10262,2024-03-07,debit,fuel,1181,FUEL PURCHASE,3
SBI10262,2024-03-09,debit,fuel,1364,FUEL PURCHASE,3
SBI10262,2024-03-22,debit,fuel,2046,FUEL PURCHASE,3
SBI10262,2024-03-24,debit,travel,1436,TRAVEL PURCHASE,3
SBI10262,2024-03-27,debit,travel,4365,TRAVEL PURCHASE,3
SBI10262,2024-03-28,debit,travel,3795,TRAVEL PURCHASE,3
SBI10262,2024-03-31,credit,salary,134584,SALARY CREDIT,4
SBI10262,2024-04-02,credit,savings_transfer,7611,SELF TRANSFER TO SAVINGS,4
SBI10262,2024-04-02,debit,travel,3117,TRAVEL PURCHASE,4
SBI10262,2024-04-04,debit,medical,997,MEDICAL PURCHASE,4
SBI10262,2024-04-06,debit,dining,1056,DINING PURCHASE,4
SBI10262,2024-04-07,debit,medical,1540,MEDICAL PURCHASE,4
SBI10262,2024-04-09,debit,medical,2615,MEDICAL PURCHASE,4
SBI10262,2024-04-15,debit,shopping,2415,SHOPPING PURCHASE,4
SBI10262,2024-04-19,debit,travel,4135,TRAVEL PURCHASE,4
SBI10262,2024-04-25,debit,travel,2800,TRAVEL PURCHASE,4
SBI10262,2024-04-30,credit,salary,134366,SALARY CREDIT,5
SBI10262,2024-05-01,debit,shopping,6239,SHOPPING PURCHASE,5
SBI10262,2024-05-02,credit,savings_transfer,19963,SELF TRANSFER TO SAVINGS,5
SBI10262,2024-05-03,debit,medical,1258,MEDICAL PURCHASE,5
SBI10262,2024-05-03,debit,shopping,6980,SHOPPING PURCHASE,5
SBI10262,2024-05-04,debit,travel,3468,TRAVEL PURCHASE,5
SBI10262,2024-05-05,debit,shopping,3947,SHOPPING PURCHASE,5
SBI10262,2024-05-06,debit,fuel,2413,FUEL PURCHASE,5
SBI10262,2024-05-12,debit,entertainment,1059,ENTERTAINMENT PURCHASE,5
SBI10262,2024-05-20,debit,utilities,1459,UTILITIES PURCHASE,5
SBI10262,2024-05-21,debit,groceries,2055,GROCERIES PURCHASE,5
SBI10262,2024-05-23,debit,groceries,604,GROCERIES PURCHASE,5
SBI10262,2024-05-23,debit,utilities,609,UTILITIES PURCHASE,5
SBI10262,2024-05-23,debit,shopping,904,SHOPPING PURCHASE,5
SBI10262,2024-05-23,debit,dining,938,DINING PURCHASE,5
SBI10262,2024-05-27,debit,shopping,1919,SHOPPING PURCHASE,5
SBI10262,2024-05-30,credit,salary,134111,SALARY CREDIT,6
SBI10262,2024-06-01,credit,savings_transfer,7528,SELF TRANSFER TO SAVINGS,6
SBI10262,2024-06-04,debit,dining,867,DINING PURCHASE,6
SBI10262,2024-06-05,debit,dining,587,DINING PURCHASE,6
SBI10262,2024-06-05,debit,medical,2643,MEDICAL PURCHASE,6
SBI10262,2024-06-06,debit,shopping,3449,SHOPPING PURCHASE,6
SBI10262,2024-06-10,debit,medical,618,MEDICAL PURCHASE,6
SBI10262,2024-06-11,debit,fuel,2130,FUEL PURCHASE,6
SBI10262,2024-06-16,debit,dining,1932,DINING PURCHASE,6
SBI10262,2024-06-17,debit,dining,1741,DINING PURCHASE,6
SBI10262,2024-06-17,debit,medical,2515,MEDICAL PURCHASE,6
SBI10262,2024-06-18,debit,medical,1431,MEDICAL PURCHASE,6
SBI10262,2024-06-19,debit,fuel,1268,FUEL PURCHASE,6
SBI10262,2024-06-19,debit,shopping,4147,SHOPPING PURCHASE,6
SBI10262,2024-06-20,debit,utilities,1188,UTILITIES PURCHASE,6
SBI10262,2024-06-27,debit,shopping,4482,SHOPPING PURCHASE,6
SBI10263,2024-01-01,credit,salary,27499,SALARY CREDIT,1
SBI10263,2024-01-03,credit,savings_transfer,4666,SELF TRANSFER TO SAVINGS,1
SBI10263,2024-01-03,debit,fuel,1360,FUEL PURCHASE,1
SBI10263,2024-01-07,debit,utilities,461,UTILITIES PURCHASE,1
SBI10263,2024-01-07,debit,shopping,1103,SHOPPING PURCHASE,1
SBI10263,2024-01-08,debit,entertainment,1297,ENTERTAINMENT PURCHASE,1
SBI10263,2024-01-09,debit,utilities,659,UTILITIES PURCHASE,1
SBI10263,2024-01-11,debit,shopping,6538,SHOPPING PURCHASE,1
SBI10263,2024-01-13,debit,fuel,1361,FUEL PURCHASE,1
SBI10263,2024-01-15,debit,travel,4317,TRAVEL PURCHASE,1
SBI10263,2024-01-15,debit,entertainment,910,ENTERTAINMENT PURCHASE,1
SBI10263,2024-01-23,debit,shopping,6852,SHOPPING PURCHASE,1
SBI10263,2024-01-25,debit,utilities,206,UTILITIES PURCHASE,1
SBI10263,2024-01-26,debit,medical,2059,MEDICAL PURCHASE,1
SBI10263,2024-01-28,debit,travel,3050,TRAVEL PURCHASE,1
SBI10263,2024-01-31,credit,salary,26999,SALARY CREDIT,2
SBI10263,2024-02-02,credit,savings_transfer,3661,SELF TRANSFER TO SAVINGS,2
SBI10263,2024-02-02,debit,travel,1875,TRAVEL PURCHASE,2
SBI10263,2024-02-03,debit,medical,2207,MEDICAL PURCHASE,2
SBI10263,2024-02-06,debit,medical,462,MEDICAL PURCHASE,2
SBI10263,2024-02-12,debit,dining,508,DINING PURCHASE,2
SBI10263,2024-02-14,debit,entertainment,1940,ENTERTAINMENT PURCHASE,2
SBI10263,2024-02-17,debit,entertainment,610,ENTERTAINMENT PURCHASE,2
SBI10263,2024-02-22,debit,travel,2647,TRAVEL PURCHASE,2
SBI10263,2024-02-23,debit,medical,1219,MEDICAL PURCHASE,2
SBI10263,2024-02-24,debit,dining,723,DINING PURCHASE,2
SBI10263,2024-02-26,debit,groceries,2271,GROCERIES PURCHASE,2
SBI10263,2024-02-28,debit,medical,1372,MEDICAL PURCHASE,2
SBI10263,2024-03-01,credit,salary,27185,SALARY CREDIT,3
SBI10263,2024-03-03,credit,savings_transfer,1776,SELF TRANSFER TO SAVINGS,3
SBI10263,2024-03-05,debit,entertainment,235,ENTERTAINMENT PURCHASE,3
SBI10263,2024-03-05,debit,medical,932,MEDICAL PURCHASE,3
SBI10263,2024-03-05,debit,shopping,2644,SHOPPING PURCHASE,3
SBI10263,2024-03-06,debit,travel,1864,TRAVEL PURCHASE,3
SBI10263,2024-03-07,debit,groceries,1235,GROCERIES PURCHASE,3
SBI10263,2024-03-07,debit,dining,1038,DINING PURCHASE,3
SBI10263,2024-03-19,debit,dining,927,DINING PURCHASE,3
SBI10263,2024-03-20,debit,travel,3070,TRAVEL PURCHASE,3
SBI10263,2024-03-23,debit,groceries,814,GROCERIES PURCHASE,3
SBI10263,2024-03-24,debit,utilities,486,UTILITIES PURCHASE,3
SBI10263,2024-03-26,debit,fuel,1814,FUEL PURCHASE,3
SBI10263,2024-03-27,debit,groceries,1373,GROCERIES PURCHASE,3
SBI10263,2024-03-29,debit,utilities,1055,UTILITIES PURCHASE,3
SBI10263,2024-03-31,credit,salary,27542,SALARY CREDIT,4
SBI10263,2024-04-02,credit,savings_transfer,2301,SELF TRANSFER TO SAVINGS,4
SBI10263,2024-04-04,debit,dining,804,DINING PURCHASE,4
SBI10263,2024-04-04,debit,fuel,1876,FUEL PURCHASE,4
SBI10263,2024-04-09,debit,groceries,1818,GROCERIES PURCHASE,4
SBI10263,2024-04-11,debit,shopping,2162,SHOPPING PURCHASE,4
SBI10263,2024-04-16,debit,entertainment,1313,ENTERTAINMENT PURCHASE,4
SBI10263,2024-04-16,debit,fuel,2754,FUEL PURCHASE,4
SBI10263,2024-04-22,debit,utilities,455,UTILITIES PURCHASE,4
SBI10263,2024-04-24,debit,entertainment,1728,ENTERTAINMENT PURCHASE,4
SBI10263,2024-04-25,debit,groceries,3898,GROCERIES PURCHASE,4
SBI10263,2024-04-27,debit,utilities,1465,UTILITIES PURCHASE,4
SBI10263,2024-04-30,credit,salary,27358,SALARY CREDIT,5
SBI10263,2024-05-02,credit,savings_transfer,2800,SELF TRANSFER TO SAVINGS,5
SBI10263,2024-05-03,debit,travel,587,TRAVEL PURCHASE,5
SBI10263,2024-05-06,debit,travel,3762,TRAVEL PURCHASE,5
SBI10263,2024-05-06,debit,shopping,2103,SHOPPING PURCHASE,5
SBI10263,2024-05-07,debit,entertainment,891,ENTERTAINMENT PURCHASE,5
SBI10263,2024-05-07,debit,groceries,1287,GROCERIES PURCHASE,5
SBI10263,2024-05-20,debit,entertainment,1593,ENTERTAINMENT PURCHASE,5
SBI10263,2024-05-23,debit,dining,1605,DINING PURCHASE,5
SBI10263,2024-05-26,debit,medical,1300,MEDICAL PURCHASE,5
SBI10263,2024-05-27,debit,entertainment,1707,ENTERTAINMENT PURCHASE,5
SBI10263,2024-05-30,credit,salary,27601,SALARY CREDIT,6
SBI10263,2024-05-31,debit,travel,4675,TRAVEL PURCHASE,6
SBI10263,2024-06-01,credit,savings_transfer,4945,SELF TRANSFER TO SAVINGS,6
SBI10263,2024-06-02,debit,fuel,2824,FUEL PURCHASE,6
SBI10263,2024-06-05,debit,groceries,1381,GROCERIES PURCHASE,6
SBI10263,2024-06-07,debit,fuel,1220,FUEL PURCHASE,6
SBI10263,2024-06-10,debit,medical,763,MEDICAL PURCHASE,6
SBI10263,2024-06-11,debit,utilities,800,UTILITIES PURCHASE,6
SBI10263,2024-06-13,debit,medical,1364,MEDICAL PURCHASE,6
SBI10263,2024-06-16,debit,entertainment,1443,ENTERTAINMENT PURCHASE,6
SBI10263,2024-06-17,debit,fuel,2422,FUEL PURCHASE,6
SBI10263,2024-06-20,debit,entertainment,1793,ENTERTAINMENT PURCHASE,6
SBI10263,2024-06-20,debit,dining,980,DINING PURCHASE,6
SBI10263,2024-06-21,debit,groceries,2889,GROCERIES PURCHASE,6
SBI10263,2024-06-22,debit,travel,4790,TRAVEL PURCHASE,6
SBI10264,2024-01-01,credit,salary,47597,SALARY CREDIT,1
SBI10264,2024-01-03,credit,savings_transfer,6720,SELF TRANSFER TO SAVINGS,1
SBI10264,2024-01-06,debit,emi,6159,EMI PAYMENT,1
SBI10264,2024-01-07,debit,utilities,680,UTILITIES PURCHASE,1
SBI10264,2024-01-10,debit,fuel,2092,FUEL PURCHASE,1
SBI10264,2024-01-17,debit,entertainment,1365,ENTERTAINMENT PURCHASE,1
SBI10264,2024-01-19,debit,shopping,7201,SHOPPING PURCHASE,1
SBI10264,2024-01-20,debit,entertainment,1370,ENTERTAINMENT PURCHASE,1
SBI10264,2024-01-20,debit,utilities,452,UTILITIES PURCHASE,1
SBI10264,2024-01-23,debit,travel,4597,TRAVEL PURCHASE,1
SBI10264,2024-01-24,debit,fuel,2796,FUEL PURCHASE,1
SBI10264,2024-01-31,credit,salary,48503,SALARY CREDIT,2
SBI10264,2024-02-02,credit,savings_transfer,7150,SELF TRANSFER TO SAVINGS,2
SBI10264,2024-02-05,debit,emi,6274,EMI PAYMENT,2
SBI10264,2024-02-05,debit,groceries,1684,GROCERIES PURCHASE,2
SBI10264,2024-02-05,debit,groceries,2567,GROCERIES PURCHASE,2
SBI10264,2024-02-06,debit,travel,4179,TRAVEL PURCHASE,2
SBI10264,2024-02-07,debit,entertainment,1127,ENTERTAINMENT PURCHASE,2
SBI10264,2024-02-11,debit,travel,1974,TRAVEL PURCHASE,2
SBI10264,2024-02-12,debit,utilities,889,UTILITIES PURCHASE,2
SBI10264,2024-02-14,debit,entertainment,1089,ENTERTAINMENT PURCHASE,2
SBI10264,2024-02-16,debit,utilities,869,UTILITIES PURCHASE,2
SBI10264,2024-03-01,credit,salary,48030,SALARY CREDIT,3
SBI10264,2024-03-03,credit,savings_transfer,5517,SELF TRANSFER TO SAVINGS,3
SBI10264,2024-03-03,debit,utilities,1029,UTILITIES PURCHASE,3
SBI10264,2024-03-04,debit,travel,449,TRAVEL PURCHASE,3
SBI10264,2024-03-04,debit,fuel,685,FUEL PURCHASE,3
SBI10264,2024-03-06,debit,emi,6240,EMI PAYMENT,3
SBI10264,2024-03-08,debit,shopping,1070,SHOPPING PURCHASE,3
SBI10264,2024-03-13,debit,medical,1997,MEDICAL PURCHASE,3
SBI10264,2024-03-14,debit,utilities,530,UTILITIES PURCHASE,3
SBI10264,2024-03-16,debit,dining,876,DINING PURCHASE,3
SBI10264,2024-03-23,debit,medical,1388,MEDICAL PURCHASE,3
SBI10264,2024-03-23,debit,travel,750,TRAVEL PURCHASE,3
SBI10264,2024-03-24,debit,shopping,5544,SHOPPING PURCHASE,3
SBI10264,2024-03-27,debit,travel,3597,TRAVEL PURCHASE,3
SBI10264,2024-03-28,debit,shopping,4281,SHOPPING PURCHASE,3
SBI10264,2024-03-29,debit,medical,545,MEDICAL PURCHASE,3
SBI10264,2024-03-31,credit,salary,48104,SALARY CREDIT,4
SBI10264,2024-04-02,credit,savings_transfer,5385,SELF TRANSFER TO SAVINGS,4
SBI10264,2024-04-02,debit,entertainment,1068,ENTERTAINMENT PURCHASE,4
SBI10264,2024-04-02,debit,shopping,5851,SHOPPING PURCHASE,4
SBI10264,2024-04-05,debit,emi,6253,EMI PAYMENT,4
SBI10264,2024-04-06,debit,medical,615,MEDICAL PURCHASE,4
SBI10264,2024-04-07,debit,shopping,2595,SHOPPING PURCHASE,4
SBI10264,2024-04-07,debit,dining,404,DINING PURCHASE,4
SBI10264,2024-04-11,debit,travel,4571,TRAVEL PURCHASE,4
SBI10264,2024-04-11,debit,utilities,454,UTILITIES PURCHASE,4
SBI10264,2024-04-12,debit,dining,1648,DINING PURCHASE,4
SBI10264,2024-04-18,debit,utilities,291,UTILITIES PURCHASE,4
SBI10264,2024-04-19,debit,shopping,2765,SHOPPING PURCHASE,4
SBI10264,2024-04-20,debit,entertainment,1124,ENTERTAINMENT PURCHASE,4
SBI10264,2024-04-21,debit,dining,1759,DINING PURCHASE,4
SBI10264,2024-04-25,debit,groceries,3058,GROCERIES PURCHASE,4
SBI10264,2024-04-30,credit,salary,48334,SALARY CREDIT,5
SBI10264,2024-05-01,debit,shopping,3434,SHOPPING PURCHASE,5
SBI10264,2024-05-02,credit,savings_transfer,9344,SELF TRANSFER TO SAVINGS,5
SBI10264,2024-05-05,debit,emi,6349,EMI PAYMENT,5
SBI10264,2024-05-06,debit,dining,1846,DINING PURCHASE,5
SBI10264,2024-05-08,debit,entertainment,1804,ENTERTAINMENT PURCHASE,5
SBI10264,2024-05-09,debit,entertainment,347,ENTERTAINMENT PURCHASE,5
SBI10264,2024-05-18,debit,groceries,1928,GROCERIES PURCHASE,5
SBI10264,2024-05-20,debit,dining,1609,DINING PURCHASE,5
SBI10264,2024-05-21,debit,fuel,1617,FUEL PURCHASE,5
SBI10264,2024-05-22,debit,groceries,824,GROCERIES PURCHASE,5
SBI10264,2024-05-22,debit,travel,2481,TRAVEL PURCHASE,5
SBI10264,2024-05-30,credit,salary,47938,SALARY CREDIT,6
SBI10264,2024-05-31,debit,dining,1364,DINING PURCHASE,6
SBI10264,2024-06-01,credit,savings_transfer,4584,SELF TRANSFER TO SAVINGS,6
SBI10264,2024-06-04,debit,emi,6037,EMI PAYMENT,6
SBI10264,2024-06-04,debit,shopping,3509,SHOPPING PURCHASE,6
SBI10264,2024-06-08,debit,dining,253,DINING PURCHASE,6
SBI10264,2024-06-09,debit,dining,897,DINING PURCHASE,6
SBI10264,2024-06-14,debit,utilities,779,UTILITIES PURCHASE,6
SBI10264,2024-06-14,debit,dining,1825,DINING PURCHASE,6
SBI10264,2024-06-16,debit,entertainment,1953,ENTERTAINMENT PURCHASE,6
SBI10264,2024-06-17,debit,utilities,1324,UTILITIES PURCHASE,6
SBI10264,2024-06-18,debit,travel,3578,TRAVEL PURCHASE,6
SBI10264,2024-06-19,debit,travel,3559,TRAVEL PURCHASE,6
SBI10264,2024-06-22,debit,shopping,2295,SHOPPING PURCHASE,6
SBI10264,2024-06-24,debit,medical,2763,MEDICAL PURCHASE,6
SBI10264,2024-06-27,debit,groceries,1684,GROCERIES PURCHASE,6
SBI10265,2024-01-01,credit,salary,23159,SALARY CREDIT,1
SBI10265,2024-01-02,debit,fuel,1161,FUEL PURCHASE,1
SBI10265,2024-01-03,credit,savings_transfer,1762,SELF TRANSFER TO SAVINGS,1
SBI10265,2024-01-03,debit,fuel,1054,FUEL PURCHASE,1
SBI10265,2024-01-07,debit,shopping,6884,SHOPPING PURCHASE,1
SBI10265,2024-01-09,debit,travel,1260,TRAVEL PURCHASE,1
SBI10265,2024-01-14,debit,entertainment,451,ENTERTAINMENT PURCHASE,1
SBI10265,2024-01-17,debit,utilities,899,UTILITIES PURCHASE,1
SBI10265,2024-01-20,debit,fuel,562,FUEL PURCHASE,1
SBI10265,2024-01-21,debit,groceries,3794,GROCERIES PURCHASE,1
SBI10265,2024-01-21,debit,groceries,3620,GROCERIES PURCHASE,1
SBI10265,2024-01-21,debit,medical,517,MEDICAL PURCHASE,1
SBI10265,2024-01-23,debit,entertainment,705,ENTERTAINMENT PURCHASE,1
SBI10265,2024-01-29,debit,medical,615,MEDICAL PURCHASE,1
SBI10265,2024-01-31,credit,salary,23741,SALARY CREDIT,2
SBI10265,2024-02-02,credit,savings_transfer,4165,SELF TRANSFER TO SAVINGS,2
SBI10265,2024-02-05,debit,fuel,645,FUEL PURCHASE,2
SBI10265,2024-02-07,debit,groceries,1263,GROCERIES PURCHASE,2
SBI10265,2024-02-08,debit,travel,503,TRAVEL PURCHASE,2
SBI10265,2024-02-10,debit,groceries,3150,GROCERIES PURCHASE,2
SBI10265,2024-02-11,debit,utilities,671,UTILITIES PURCHASE,2
SBI10265,2024-02-15,debit,travel,4220,TRAVEL PURCHASE,2
SBI10265,2024-02-15,debit,travel,1007,TRAVEL PURCHASE,2
SBI10265,2024-02-16,debit,travel,4182,TRAVEL PURCHASE,2
SBI10265,2024-02-18,debit,groceries,2094,GROCERIES PURCHASE,2
SBI10265,2024-02-18,debit,medical,2087,MEDICAL PURCHASE,2
SBI10265,2024-02-25,debit,dining,953,DINING PURCHASE,2
SBI10265,2024-03-01,credit,salary,23399,SALARY CREDIT,3
SBI10265,2024-03-03,credit,savings_transfer,4538,SELF TRANSFER TO SAVINGS,3
SBI10265,2024-03-04,debit,shopping,2063,SHOPPING PURCHASE,3
SBI10265,2024-03-04,debit,travel,1122,TRAVEL PURCHASE,3
SBI10265,2024-03-04,debit,medical,2636,MEDICAL PURCHASE,3
SBI10265,2024-03-04,debit,travel,3314,TRAVEL PURCHASE,3
SBI10265,2024-03-07,debit,shopping,1655,SHOPPING PURCHASE,3
SBI10265,2024-03-08,debit,shopping,644,SHOPPING PURCHASE,3
SBI10265,2024-03-08,debit,groceries,3129,GROCERIES PURCHASE,3
SBI10265,2024-03-09,debit,utilities,355,UTILITIES PURCHASE,3
SBI10265,2024-03-16,debit,shopping,6754,SHOPPING PURCHASE,3
SBI10265,2024-03-18,debit,entertainment,664,ENTERTAINMENT PURCHASE,3
SBI10265,2024-03-19,debit,shopping,6648,SHOPPING PURCHASE,3
SBI10265,2024-03-22,debit,entertainment,1085,ENTERTAINMENT PURCHASE,3
SBI10265,2024-03-24,debit,shopping,5156,SHOPPING PURCHASE,3
SBI10265,2024-03-28,debit,medical,1760,MEDICAL PURCHASE,3
SBI10265,2024-03-31,credit,salary,23710,SALARY CREDIT,4
SBI10265,2024-04-02,credit,savings_transfer,2388,SELF TRANSFER TO SAVINGS,4
SBI10265,2024-04-03,debit,medical,1434,MEDICAL PURCHASE,4
SBI10265,2024-04-06,debit,medical,952,MEDICAL PURCHASE,4
SBI10265,2024-04-07,debit,dining,485,DINING PURCHASE,4
SBI10265,2024-04-11,debit,fuel,2751,FUEL PURCHASE,4
SBI10265,2024-04-12,debit,entertainment,1097,ENTERTAINMENT PURCHASE,4
SBI10265,2024-04-13,debit,travel,2807,TRAVEL PURCHASE,4
SBI10265,2024-04-16,debit,entertainment,380,ENTERTAINMENT PURCHASE,4
SBI10265,2024-04-17,debit,shopping,5906,SHOPPING PURCHASE,4
SBI10265,2024-04-21,debit,travel,2112,TRAVEL PURCHASE,4
SBI10265,2024-04-22,debit,medical,1086,MEDICAL PURCHASE,4
SBI10265,2024-04-23,debit,entertainment,600,ENTERTAINMENT PURCHASE,4
SBI10265,2024-04-23,debit,travel,2394,TRAVEL PURCHASE,4
SBI10265,2024-04-24,debit,medical,965,MEDICAL PURCHASE,4
